29	6.13793103448276	3.25
15	4.53333333333333	2.21428571428571
34	6.70588235294118	2.72727272727273
30	6.13333333333333	3.86206896551724
10	4.8	2
17	6.8235294117647	3.25
12	5.16666666666667	2.72727272727273
28	5.42857142857143	2.77777777777778
17	5.17647058823529	2.875
8	4.75	2.85714285714286
22	5.09090909090909	2.38095238095238
19	6.10526315789474	3.22222222222222
16	4.875	1.73333333333333
25	5.68	3.41666666666667
15	5.33333333333333	2.85714285714286
13	5.69230769230769	3
11	4.72727272727273	2.1
33	6.24242424242424	3.625
17	7.41176470588235	3.625
26	6.46153846153846	3.6
17	5.29411764705882	2.75
15	5.6	2.5
34	5.47058823529412	3.48484848484849
19	6.63157894736842	4.16666666666667
12	4.83333333333333	2.63636363636364
16	6.125	2.6
21	5.71428571428571	2.85
22	4.81818181818182	2.80952380952381
13	5.53846153846154	3.33333333333333
34	6.41176470588235	3.54545454545455
21	5.9047619047619	3.6
16	5.5	2.86666666666667
15	4.4	2.35714285714286
25	5.28	2.95833333333333
24	6.41666666666667	3.73913043478261
19	6.31578947368421	3.05555555555556
17	5.64705882352941	3.4375
7	4.85714285714286	2.66666666666667
8	4.25	2
11	5.45454545454545	2.1
19	6.42105263157895	3.33333333333333
7	6	2.16666666666667
17	5.52941176470588	3.25
29	5.93103448275862	2.71428571428571
34	6.11764705882353	3.21212121212121
27	5.77777777777778	2.92307692307692
16	5.875	2.66666666666667
29	5.24137931034483	2.71428571428571
21	5.04761904761905	2.95
31	5.41935483870968	3.4
15	4.8	3.21428571428571
20	5.8	3.52631578947368
11	4.90909090909091	2.6
21	4.66666666666667	2.5
14	4.85714285714286	2.23076923076923
30	5.46666666666667	3
43	5.81395348837209	2.83333333333333
13	4.30769230769231	2.16666666666667
22	7.54545454545455	3.19047619047619
17	6.35294117647059	3.1875
14	6.71428571428571	2.53846153846154
13	6	2.5
10	4.8	2.33333333333333
4	3	2
16	5.25	3.06666666666667
16	5.25	2.73333333333333
9	5.55555555555556	2.25
24	6	3.52173913043478
24	6	3.91304347826087
12	5.66666666666667	2.54545454545455
28	5.71428571428571	3.18518518518519
19	5.1578947368421	2.77777777777778
27	7.7037037037037	3.80769230769231
20	6.8	2.89473684210526
25	6.08	4.375
10	4.8	2.66666666666667
21	6.19047619047619	2.35
13	5.69230769230769	2.66666666666667
19	5.36842105263158	3.33333333333333
17	4.58823529411765	2.5
23	5.91304347826087	3.40909090909091
12	4.5	2.18181818181818
22	5.81818181818182	3.76190476190476
38	5.63157894736842	4.10810810810811
15	5.33333333333333	2.64285714285714
38	5.63157894736842	2.16216216216216
26	6.15384615384615	3.28
22	5.54545454545455	3.52380952380952
25	5.68	3
25	5.04	2.5
25	5.12	4.625
12	5.5	2.45454545454545
32	6.3125	3.19354838709677
45	5.86666666666667	4.95454545454546
25	6.64	3
37	5.67567567567568	2.27777777777778
14	6	3.07692307692308
20	5.5	3.1578947368421
32	6	3.32258064516129
21	5.80952380952381	3.1
15	5.6	2.78571428571429
34	5.23529411764706	3.09090909090909
24	6.08333333333333	4.69565217391304
36	5.77777777777778	3.45714285714286
15	6.13333333333333	2.78571428571429
25	5.84	3.875
17	5.17647058823529	2.4375
29	5.72413793103448	3.57142857142857
22	5.90909090909091	3.19047619047619
34	6	4.24242424242424
25	5.68	2.83333333333333
11	6.18181818181818	2.5
19	5.89473684210526	3.05555555555556
19	5.57894736842105	2.55555555555556
14	6.71428571428571	2.69230769230769
40	5.7	3.76923076923077
38	6	3.51351351351351
23	7.73913043478261	3.22727272727273
23	5.47826086956522	2.63636363636364
6	5	2.2
23	6.52173913043478	3.81818181818182
10	5.6	3.33333333333333
40	5.55	3.69230769230769
14	5.14285714285714	2.23076923076923
16	5.5	2.53333333333333
6	4	2
24	5.75	3.65217391304348
17	5.64705882352941	2.75
21	5.71428571428571	2.5
12	5.5	2.54545454545455
20	5.8	3.10526315789474
16	4.875	2.66666666666667
17	4.94117647058824	2.3125
27	6.2962962962963	3.80769230769231
11	6.72727272727273	2.8
17	5.41176470588235	3.0625
6	5	2.2
20	5.8	2.73684210526316
30	5.53333333333333	2.86206896551724
18	5.88888888888889	2.94117647058824
17	4.94117647058824	2.375
20	5.5	3.21052631578947
29	5.93103448275862	4.85714285714286
21	6.38095238095238	3.75
44	6.90909090909091	4.13953488372093
15	4.4	3.71428571428571
25	5.44	3.375
19	5.47368421052632	2.33333333333333
9	4.88888888888889	2
4	3	1.33333333333333
17	5.88235294117647	3.125
24	6.5	3.30434782608696
21	5.23809523809524	3.15
18	5	2.29411764705882
11	4.54545454545455	2.7
23	5.56521739130435	2.77272727272727
29	5.86206896551724	3.14285714285714
16	5.625	2.53333333333333
21	5.33333333333333	2.55
15	4.93333333333333	2.28571428571429
13	4.92307692307692	2.33333333333333
12	4.33333333333333	2.36363636363636
23	5.39130434782609	3.22727272727273
16	5.625	3.06666666666667
13	4.46153846153846	2.33333333333333
19	5.57894736842105	2.83333333333333
25	5.92	2.875
14	4.71428571428571	2.61538461538462
14	6.57142857142857	3.23076923076923
9	4.66666666666667	1.75
14	5.71428571428571	3.15384615384615
5	4	1.5
20	5.2	2.8421052631579
16	5	2.66666666666667
7	4	2.33333333333333
25	6.96	3.20833333333333
7	4.28571428571429	2.16666666666667
16	6.125	2.8
15	4.93333333333333	3.5
17	5.64705882352941	2.75
12	5.16666666666667	2.45454545454545
16	5.875	2.73333333333333
20	5.4	3.05263157894737
17	6.47058823529412	2.9375
17	6	2.8125
16	5.75	2.46666666666667
25	5.6	3.625
6	4	1.8
7	3.71428571428571	2
18	6.66666666666667	2.70588235294118
17	4.94117647058824	2.3125
22	5.63636363636364	3.28571428571429
23	5.65217391304348	3.04545454545455
18	5.44444444444444	2.52941176470588
9	4.88888888888889	2
22	5.54545454545455	3.19047619047619
31	5.80645161290323	3.33333333333333
26	6.15384615384615	3.2
21	5.14285714285714	2.7
13	5.53846153846154	2.33333333333333
17	6	3.125
22	5.63636363636364	3.19047619047619
15	5.6	3.07142857142857
21	4.38095238095238	2.55
20	6	2.57894736842105
13	4.61538461538461	2.33333333333333
12	5.16666666666667	2.45454545454545
23	5.47826086956522	3.09090909090909
15	4.93333333333333	2.92857142857143
5	4	1.75
16	5.75	2.66666666666667
14	6	3.07692307692308
26	5.53846153846154	3
8	5	1.71428571428571
16	5.25	3.06666666666667
20	5.3	2.68421052631579
12	4.83333333333333	2.54545454545455
23	5.91304347826087	3.31818181818182
32	5.8125	3.41935483870968
32	6.25	3.19354838709677
18	5.77777777777778	3.05882352941176
28	6.35714285714286	3.44444444444445
24	6.58333333333333	3.47826086956522
11	5.09090909090909	2.3
6	5	1.8
27	5.55555555555556	3.15384615384615
25	5.44	3.16666666666667
20	6.3	3.26315789473684
20	5.9	3.42105263157895
5	3.2	1.5
5	3.2	1.25
32	5.8125	3.64516129032258
21	5.9047619047619	3.1
8	4.75	2.57142857142857
10	5.6	2
24	4.66666666666667	2.73913043478261
23	5.56521739130435	4.04545454545454
23	5.73913043478261	3
22	4.90909090909091	2.66666666666667
6	4	2
11	4.90909090909091	2
11	5.09090909090909	2.6
8	4	2
26	5.76923076923077	3.36
37	6.32432432432432	4.11111111111111
18	5.66666666666667	2.94117647058824
18	5	2.82352941176471
